Employee ID,Name,Base Salary,HRA,Bonus,Deductions,Income Tax
113,Kelly Cook,99763.66,19952.73,5572.84,1083.06,12420.62
114,Carlos Baker II,33516.78,6703.36,9395.2,4962.88,4465.25
115,Cory Johnson,66894.61,13378.92,7340.33,1165.7,8644.82
116,Anita Mayer,76778.97,15355.79,7824.16,3399.33,9655.96
117,John Robinson,105998.02,21199.6,8558.79,1739.85,13401.66
118,Anthony Jones,98651.69,19730.34,5770.95,1692.15,12246.08
119,Aaron Allen,94116.3,18823.26,7143.06,1740.36,11834.23
120,Yvonne Heath,54178.29,10835.66,7276.06,2125.93,7016.41
121,Alan Jackson,79334.74,15866.95,9872.95,4785.72,10028.89
122,Brett Velazquez,85696.37,17139.27,6349.08,2148.26,10703.65
123,Jacqueline Scott,106500.76,21300.15,2530.82,3436.61,12689.51
124,Ashley Adams,44258.79,8851.76,6043.02,1614.21,5753.94
125,Scott Cooper,65406.83,13081.37,3861.27,3737.89,7861.16
126,Jamie Ferguson,105102.49,21020.5,9572.98,3776.89,13191.91
127,Andrew Anderson,55122.1,11024.42,4953.72,1624.67,6947.56
128,Jeanne Sanford,110686.04,22137.21,9847.64,1721.05,14094.98
129,Seth Rodriguez,92208.5,18441.7,4231.19,1770.35,11311.1
130,Daniel Hall,74913.74,14982.75,5637.67,3821.15,9171.3
131,Douglas Reyes,57003.13,11400.63,9005.49,4278.53,7313.07
132,William Terry,33197.71,6639.54,9268.46,4528.93,4457.68
133,Ryan Beck,71656.42,14331.28,5772.34,1938.53,8982.15
134,Jenna Holt,46014.65,9202.93,3270.08,2350.95,5613.67
135,Thomas Warren,46603.09,9320.62,2669.83,1160.16,5743.34
136,Danny Martin,92840.66,18568.13,2006.77,3313.52,11010.2
137,Sarah Ruiz,85372.37,17074.47,6604.48,2053.05,10699.83
138,Hannah Oneal,43485.96,8697.19,4223.89,3416.11,5299.09
139,Cody Hunter,36494.21,7298.84,6647.04,1948.05,4849.2
140,Whitney Ward,92791.57,18558.31,5265.7,2385.55,11423.0
141,Rebecca Joseph,47399.73,9479.95,7592.69,3978.21,6049.42
142,Sara Beard,99822.61,19964.52,3693.28,2917.32,12056.31
143,Melissa Mitchell,78103.9,15620.78,6856.11,2080.49,9850.03
144,Sharon Miller,112560.62,22512.12,2712.46,3700.51,13408.47
145,Cheryl Rodriguez,78229.9,15645.98,2415.98,1002.46,9528.94
146,Gina Taylor,100058.28,20011.66,6756.54,3214.34,12361.21
147,Christine Pollard,119054.36,23810.87,9013.94,1971.51,14990.77
148,Terry Allen,31165.94,6233.19,9722.74,1294.99,4582.69
149,Patricia Reyes,77476.99,15495.4,5156.16,1109.03,9701.95
150,Dominique Freeman,99693.27,19938.65,7948.47,4516.79,12306.36
151,Bryan Torres,84758.51,16951.7,7568.47,3382.96,10589.57
152,Dominique Chase,51863.75,10372.75,8811.87,3784.25,6726.41
153,Mrs. Cynthia Hale,89033.02,17806.6,2412.35,2135.88,10711.61
154,Jennifer King,65260.8,13052.16,3273.85,2862.01,7872.48
155,Gregory Fisher,101835.0,20367.0,8479.01,3172.43,12750.86
156,Gary Cox,74053.79,14810.76,6971.21,2869.32,9296.64
157,Roberta Stone,100702.85,20140.57,4340.99,3061.67,12212.27
158,Daniel Thomas,33003.82,6600.76,5998.18,3716.89,4188.59
159,David Brown,98713.67,19742.73,2167.52,3568.56,11705.54
160,Ann Jackson,62098.54,12419.71,5986.33,4140.56,7636.4
161,Benjamin Carter,37735.44,7547.09,3801.61,4680.88,4440.33
162,Mrs. Heather Preston,32526.76,6505.35,7076.04,3719.97,4238.82
163,Jessica Maldonado,67551.52,13510.3,8787.73,1753.99,8809.56
164,Paul Gray,88723.98,17744.8,3426.16,4332.44,10556.25
165,Anthony Wells,111971.02,22394.2,8376.06,4282.39,13845.89
166,Jeremy Garcia,71322.82,14264.56,6052.79,4146.4,8749.38
167,Katherine Stewart,91944.26,18388.85,7400.78,1661.67,11607.22
168,Anthony Mendez,118668.46,23733.69,4847.12,4206.22,14304.31
169,Amber Ramirez,89549.67,17909.93,5926.75,2101.81,11128.45
170,Carlos Miles,50310.79,10062.16,5001.25,3995.94,6137.83
171,David Paul,42683.22,8536.64,2592.3,4333.81,4947.84
172,Dr. Michael Garcia,55672.5,11134.5,9967.5,1907.49,7486.7
173,Mr. Brandon Manning,101238.53,20247.71,6935.34,3524.94,12489.66
174,Sara Campos,119866.89,23973.38,7921.12,3625.1,14813.63
175,Michael Smith,84452.06,16890.41,2044.75,3684.15,9970.31
176,Katelyn Thompson,111973.44,22394.69,6679.26,3528.49,13751.89
177,Amanda Pineda,117740.76,23548.15,5101.0,4157.38,14223.25
178,Cody Swanson,102766.32,20553.26,8683.46,3406.71,12859.63
179,Nicholas Perkins,68880.89,13776.18,6574.34,4430.35,8480.11
180,Taylor Mueller,100888.43,20177.69,7147.66,3848.23,12436.56
181,Whitney Meyer,48994.06,9798.81,8157.98,3960.09,6299.08
182,Linda Nichols,34855.74,6971.15,8433.45,3602.89,4665.74
183,William Contreras,108478.76,21695.75,8767.63,2343.35,13659.88
184,Danny Williams,93672.78,18734.56,9923.22,2617.15,11971.34
185,Kimberly Vega,45047.8,9009.56,5322.97,4154.49,5522.58
186,Mr. Austin Wagner,47055.41,9411.08,4528.39,2100.17,5889.47
187,Trevor Green,113333.09,22666.62,4318.16,1485.05,13883.28
188,Thomas Williams,83314.43,16662.89,9948.57,3787.89,10613.8
189,Donald Cook,78934.67,15786.93,8369.21,2594.44,10049.64
190,Heidi Smith,61949.54,12389.91,2502.58,2411.99,7443.0
191,Catherine Pearson,108017.17,21603.43,5145.37,4525.27,13024.07
192,Courtney Martin,78176.42,15635.28,5547.43,2922.7,9643.64
193,Robert Butler,110385.74,22077.15,3814.16,2934.27,13334.28
194,Joseph Reed,88616.54,17723.31,6858.11,3091.93,11010.6
195,Hector Welch,105390.23,21078.05,3214.67,3494.5,12618.85
196,Austin Davis,52507.13,10501.43,8365.16,1360.24,7001.35
197,David Cooper,104531.52,20906.3,8417.59,4705.48,12914.99
198,John Wong,74789.35,14957.87,9582.22,3048.54,9628.09
199,Lori Smith,54003.71,10800.74,4052.98,4865.82,6399.16
200,Lonnie Martin,87453.84,17490.77,8310.44,3151.52,11010.35
201,Amy Smith PhD,77058.12,15411.62,7005.48,1851.78,9762.34
202,Monica Rodriguez,111028.46,22205.69,8213.48,1836.94,13961.07
203,Stephanie Moody,74043.84,14808.77,6211.09,3582.42,9148.13
204,Jaclyn Hunt,99286.44,19857.29,9753.63,3997.63,12489.97
205,Justin Reyes,95266.6,19053.32,4604.01,1943.19,11698.07
206,Joshua Woods,106480.53,21296.11,9232.09,3884.72,13312.4
207,Nicholas Butler,43117.34,8623.47,9278.2,1893.71,5912.53
208,Adrienne Hudson,61142.52,12228.5,3328.38,3169.62,7352.98
209,Tammy Wade,52204.75,10440.95,9427.37,3555.53,6851.75
210,Kimberly Cox,90419.65,18083.93,2935.72,2995.87,10844.34
211,William Bennett,87700.12,17540.02,9240.6,1825.59,11265.52
212,Terry Summers,73552.78,14710.56,9684.19,1829.29,9611.82
213,Yvette Ayala,59416.11,11883.22,9768.52,2588.23,7847.96
214,Christopher Wilson,76715.77,15343.15,6896.04,3056.42,9589.85
215,James Kelly,68632.76,13726.55,5460.81,2811.44,8500.87
216,Kelly Lee,59530.0,11906.0,6919.92,4589.07,7376.69
217,Thomas Orr,54039.63,10807.93,5112.67,2619.51,6734.07
218,Randy Thornton,105927.29,21185.46,9713.76,2105.03,13472.15
219,Amanda Johnston,53771.73,10754.35,3115.24,4461.39,6317.99
220,Penny Murray,106236.81,21247.36,3206.35,3351.8,12733.87
221,Erin Rice,112097.19,22419.44,7249.51,2590.36,13917.58
222,Stephanie Moore,32503.38,6500.68,7265.77,4645.87,4162.4
223,Haley Torres,74928.96,14985.79,7022.62,3087.66,9384.97
224,Chelsea Adams,85069.16,17013.83,3630.47,1538.04,10417.54
225,Rebecca Cunningham,58169.48,11633.9,9816.19,3382.09,7623.75
226,Brenda Logan,43353.2,8670.64,9612.57,1506.61,6012.98
227,Sarah Hall,46367.95,9273.59,3766.02,2660.16,5674.74
228,Mallory Munoz,76452.89,15290.58,7570.01,1136.65,9817.68
229,Suzanne Wright,57769.99,11554.0,5201.6,3939.24,7058.63
230,Jacqueline Fisher,92886.19,18577.24,6943.89,4441.67,11396.57
231,Evelyn Daniel,51975.91,10395.18,3351.27,1556.18,6416.62
232,Chelsey Clark,115052.94,23010.59,2382.67,1238.34,13920.79
233,James Mcdonald,112168.98,22433.8,9902.03,4158.48,14034.63
234,Brian Adams,42724.49,8544.9,3551.14,4877.69,4994.28
235,Joshua Diaz,76640.42,15328.08,7247.47,2060.95,9715.5
236,Bryce Cannon,48889.09,9777.82,2280.99,4263.09,5668.48
237,Miss Alison Cole MD,109699.4,21939.88,4708.34,1687.34,13466.03
238,Jeffrey Daniel,93703.32,18740.66,4900.34,3755.02,11358.93
239,Timothy Avila,99132.51,19826.5,6348.35,4996.82,12031.05
240,Jacqueline Collins,48775.26,9755.05,4126.35,2863.4,5979.33
241,Mr. Michael Fox,91736.56,18347.31,6947.84,4089.98,11294.17
242,Holly Carey,57826.18,11565.24,6296.72,2138.75,7354.94
243,Kim Dunn,76171.08,15234.22,7858.27,1513.09,9775.05
244,Michelle Kidd,110117.36,22023.47,6853.02,4179.43,13481.44
245,Colleen Clark,94641.7,18928.34,3523.66,4028.94,11306.48
246,Mrs. Nicole Reed,73110.42,14622.08,4852.44,2701.89,8988.31
247,Shannon Spears,102312.37,20462.47,8438.55,1922.86,12929.05
248,Jason Johnson,116909.55,23381.91,4962.99,3832.55,14142.19
249,Erin Huff,85718.24,17143.65,5354.42,3446.92,10476.94
250,Christina Anderson,48787.53,9757.51,9104.5,1126.87,6652.27
251,Steve Grant,110544.61,22108.92,9869.87,1342.17,14118.12
252,Ricky Romero,84633.68,16926.74,2332.61,3448.97,10044.41
253,Erin Baker,94521.19,18904.24,2212.92,2111.76,11352.66
254,Steven Gomez,74662.48,14932.5,4807.06,1607.41,9279.46
255,Jennifer Mccullough,113869.61,22773.92,6804.09,3054.64,14039.3
256,Robert Harrison,80353.89,16070.78,8335.36,3244.1,10151.59
257,Amy Todd,67475.4,13495.08,8326.11,4210.24,8508.64
258,Bob Smith,88698.98,17739.8,6492.34,1478.3,11145.28
259,Shane Harris,44862.29,8972.46,6055.9,1271.24,5861.94
260,Trevor Hodges,43401.02,8680.2,3182.0,4019.83,5124.34
261,Chloe Wong,119123.93,23824.79,8425.39,1544.16,14982.99
262,Lisa Kelly,66727.57,13345.51,3658.81,2005.72,8172.62
263,Alison Lopez,86086.99,17217.4,5825.93,4568.39,10456.19
264,Ashley Patterson,80817.76,16163.55,6719.33,3169.06,10053.16
265,Mark Thomas,111220.55,22244.11,2178.05,1565.66,13407.7
266,Karen Morgan,49403.01,9880.6,8882.27,4573.18,6359.27
267,David Jenkins,109941.25,21988.25,2843.14,1594.91,13317.77
268,Garrett Goodman,64486.47,12897.29,3322.85,3219.5,7748.71
269,Tara Clark,93970.15,18794.03,6266.2,3831.4,11519.9
270,Amy Bowen,70689.93,14137.99,8177.95,1003.02,9200.28
271,Jimmy Scott,64208.32,12841.66,4307.59,3329.77,7802.78
272,Daniel Moore,57693.96,11538.79,9234.04,3312.93,7515.39
273,Angela Velasquez,59133.28,11826.66,6513.02,3042.73,7443.02
274,Kelly Martinez,100740.21,20148.04,6191.86,1357.51,12572.26
275,David Lewis,117437.82,23487.56,8086.62,3937.12,14507.49
276,William Walls,118697.67,23739.53,3816.54,3006.22,14324.75
277,Jonathan Mccoy,107417.28,21483.46,9364.02,3185.78,13507.9
278,Krista Jenkins,118801.87,23760.37,8139.88,3496.05,14720.61
279,Gilbert Mcintyre,94303.64,18860.73,4861.68,3818.18,11420.79
280,Marilyn Foley,86748.56,17349.71,7470.28,2728.62,10883.99
281,Matthew Hawkins,91170.44,18234.09,8929.3,4452.7,11388.11
282,Tammy Rodriguez,66116.97,13223.39,6862.02,2039.89,8416.25
283,Timothy Chase,54979.75,10995.95,6356.06,4283.52,6804.82
284,Michael Armstrong,87338.46,17467.69,5339.88,1050.46,10909.56
285,Pam Kelley,54099.05,10819.81,4466.79,4954.02,6443.16
286,Elizabeth Ramirez,55286.36,11057.27,9293.86,4460.29,7117.72
287,Kerri Lopez,40076.24,8015.25,6457.18,2747.46,5180.12
288,Cindy Liu,96044.69,19208.94,4777.59,4467.33,11556.39
289,Cynthia Barrera,34666.63,6933.33,7804.93,4885.67,4451.92
290,Jessica Wagner,78670.4,15734.08,7597.86,3882.17,9812.02
291,Ashley Murray,101347.13,20269.43,7138.73,4533.76,12422.15
292,Christina Beck,49341.27,9868.25,6154.18,1161.74,6420.2
293,Mark Barton,77780.7,15556.14,2169.32,1185.9,9432.03
294,Elizabeth Baker,98669.69,19733.94,3500.39,2688.39,11921.56
295,Tanya Elliott,30491.51,6098.3,8642.08,3426.5,4180.54
296,Stephen Smith,93808.04,18761.61,2034.51,1045.31,11355.89
297,Nicole Hull,103500.61,20700.12,8118.86,4500.24,12781.93
298,Lauren Richardson,59738.32,11947.66,3017.85,3645.73,7105.81
299,Shelly Mcknight,88121.7,17624.34,6377.02,1543.26,11057.98
300,Heather Lopez,94879.16,18975.83,3402.5,2270.5,11498.7
301,Dr. Angela Smith,111645.07,22329.01,5088.4,2413.42,13664.91
302,Robert Sloan,90860.75,18172.15,7220.53,1162.51,11509.09
303,Michael Ryan,97048.68,19409.74,8277.89,2292.22,12244.41
304,Tara Andrews,81932.91,16386.58,6132.62,3506.02,10094.61
305,Adam Evans,31083.71,6216.74,9128.25,2523.04,4390.57
306,Mark Montoya III,64442.52,12888.5,3333.98,2492.04,7817.3
307,Gregory Gutierrez,44783.57,8956.71,6478.98,1428.39,5879.09
308,Todd Scott,36476.54,7295.31,6403.36,4199.44,4597.58
309,Debbie Allen,112697.17,22539.43,7737.03,3685.95,13928.77
310,Lisa Thompson,65899.28,13179.86,6477.36,4683.74,8087.28
311,Dylan Gomez,108486.14,21697.23,5010.27,3512.4,13168.12
312,Michele Carter,42072.01,8414.4,6006.8,2987.73,5350.55
313,Charles Rocha,30783.85,6156.77,2714.75,4968.63,3468.67
314,Kevin Nicholson,112103.44,22420.69,4293.95,4478.54,13433.95
315,Wendy Bennett,71715.33,14343.07,7523.03,4537.84,8904.36
316,Karen Reid,71082.84,14216.57,5127.19,2233.25,8819.34
317,Sarah Santiago,39112.77,7822.55,3935.31,2191.43,4867.92
318,Theresa Stout,80838.1,16167.62,5296.01,4241.18,9806.05
319,Ryan Johnson,84744.9,16948.98,2798.08,4841.66,9965.03
320,David Padilla,90153.4,18030.68,7115.46,1654.76,11364.48
321,Matthew Morrison,31609.15,6321.83,3507.68,3734.55,3770.41
322,Allison Heath,83265.13,16653.03,4955.82,3980.56,10089.34
323,Tammy Chandler,71316.7,14263.34,3784.28,4253.15,8511.12
324,Scott Taylor,87872.6,17574.52,4649.39,3425.28,10667.12
325,Eric Wolfe,70927.33,14185.47,7891.32,1933.94,9107.02
326,George Osborn,51123.77,10224.75,2477.46,1049.08,6277.69
327,Monique Russell,36547.45,7309.49,6092.02,4730.96,4521.8
328,Crystal Davenport,56480.17,11296.03,2869.67,4893.81,6575.21
329,Brandon Beasley,92246.14,18449.23,3092.5,4183.6,10960.43
330,Marie Logan,51524.78,10304.96,8349.48,2802.53,6737.67
331,Eric Mccann,65831.98,13166.4,3205.85,1658.39,8054.58
332,Tasha Johnson,61287.19,12257.44,5248.56,1414.08,7737.91
333,John Fields,119201.09,23840.22,5902.47,1635.15,14730.86
334,Jeremy Hale,40129.53,8025.91,2554.59,1517.18,4919.28
335,Christopher Baxter,56405.86,11281.17,9276.62,1198.86,7576.48
336,Donald Harris,117576.13,23515.23,3674.3,3157.68,14160.8
337,Isaiah Rodriguez,103714.7,20742.94,8358.2,2798.36,13001.75
338,Jennifer Taylor,33030.24,6606.05,4947.78,4108.53,4047.55
339,Courtney Hernandez,102852.48,20570.5,5179.81,3015.92,12558.69
340,Jonathan Duncan,109672.49,21934.5,7670.95,4540.06,13473.79
341,Francis Johnston,33249.94,6649.99,6452.02,2155.88,4419.61
342,Alexis Dillon,53145.23,10629.05,6211.29,1554.66,6843.09
343,Daniel Strong,71186.03,14237.21,6360.88,4062.65,8772.15
344,Thomas Thompson,47052.27,9410.45,3534.69,4863.26,5513.42
345,Timothy Nichols,57131.74,11426.35,8493.78,4147.48,7290.44
346,Daniel Glenn,35240.59,7048.12,3958.53,2176.98,4407.03
347,Mr. Thomas Orozco,84178.22,16835.64,2901.0,1733.86,10218.1
348,Robert Thomas,102375.84,20475.17,5763.8,3202.32,12541.25
349,Laura Anderson,43920.16,8784.03,3242.62,1317.02,5462.98
350,Tommy Thompson,63505.58,12701.12,4194.66,4549.49,7585.19
351,Linda Walker,67607.56,13521.51,3389.5,4720.57,7979.8
352,Jesse Madden,72334.54,14466.91,5195.16,1677.17,9031.94
353,Bianca Franklin,107177.91,21435.58,6353.14,3844.66,13112.2
354,Riley Ramirez,109520.13,21904.03,7239.37,3709.23,13495.43
355,Anthony Mcdowell,40419.15,8083.83,6172.61,3376.03,5129.96
356,Sarah Hebert,108175.79,21635.16,7013.74,1647.47,13517.72
357,Matthew Matthews,112012.4,22402.48,9586.8,4034.68,13996.7
358,Vicki Avila,78736.45,15747.29,5694.53,3291.18,9688.71
359,David Martin,89489.91,17897.98,3587.32,4060.88,10691.43
360,Emily Blake,36747.26,7349.45,7617.52,3608.63,4810.56
361,Clifford Torres,46367.69,9273.54,9671.2,1616.33,6369.61
362,Ashley Avila,85179.55,17035.91,3961.3,4374.03,10180.27
363,Michael Mccall,110623.01,22124.6,4610.79,1143.19,13621.52
364,Thomas Johnson,105134.64,21026.93,9944.99,1647.27,13445.93
365,Melody Hicks,34048.02,6809.6,8631.08,1212.83,4827.59
366,Jessica Klein,57481.4,11496.28,6336.2,1873.3,7344.06
367,Chad Davis,53102.32,10620.46,5100.26,3409.52,6541.35
368,John Nichols,101282.44,20256.49,9443.68,2759.88,12822.27
369,Rebecca Jones,81055.98,16211.2,3021.27,2838.95,9744.95
370,Christina Hines DDS,86468.55,17293.71,4594.15,3643.33,10471.31
371,Jocelyn Wells,66355.51,13271.1,5660.62,1766.33,8352.09
372,Kyle Castro,82755.43,16551.09,9051.71,1702.64,10665.56
373,Keith Chung,83519.92,16703.98,4523.91,1739.58,10300.82
374,Jerry Mcintosh,72761.95,14552.39,3150.29,1088.49,8937.61
375,Matthew Lyons,45033.0,9006.6,3915.57,3037.16,5491.8
376,Mary Thomas DVM,76754.82,15350.96,2936.07,4463.32,9057.85
377,Mr. Henry Nixon PhD,110602.09,22120.42,5956.41,1537.0,13714.19
378,Carmen Martinez,48409.93,9681.99,3063.93,3172.73,5798.31
379,Melanie Moore,119350.33,23870.07,7194.77,3760.86,14665.43
380,Lisa Lewis,114821.05,22964.21,6038.75,4900.6,13892.34
381,Charles Merritt,96980.97,19396.19,9967.25,2826.65,12351.78
382,Stacey Mitchell,33854.22,6770.84,6887.31,4463.44,4304.89
383,Ann Rich,50604.22,10120.84,6991.03,2184.27,6553.18
384,Terry Adams,88169.0,17633.8,3796.72,3629.87,10596.97
385,Cory Rasmussen,59843.68,11968.74,2096.72,4299.93,6960.92
386,Connor Sims,41323.83,8264.77,6565.44,2648.81,5350.52
387,Mariah Henderson,63018.69,12603.74,2303.2,1733.14,7619.25
388,Kimberly Cruz,94575.7,18915.14,9466.23,1035.28,12192.18
389,Brittany Adams,111927.41,22385.48,5241.83,2894.6,13666.01
390,James King,38439.2,7687.84,8638.49,1008.31,5375.72
391,Mark Rodriguez,115684.39,23136.88,4169.64,2278.11,14071.28
392,John Mcdowell,48899.58,9779.92,3499.7,2504.66,5967.45
